ID	Notes	Scaffold	sgRNA1_ID	Gene1	sgRNA2_ID	Gene2	sgRNA1_Class	sgRNA2_Class	vector_class
DG0000516	GIpairs	Wildtype	1167699490	KLK12	1173770158	WFDC11	non-essential	non-essential	non-essential + non-essential
DG0000517	GIpairs	Wildtype	1058273241	CYLC2	1173770157	WFDC11	non-essential	non-essential	non-essential + non-essential
DG0000518	GIpairs	Wildtype	1058273241	CYLC2	1173770290	WFDC11	non-essential	non-essential	non-essential + non-essential
DG0000519	GIpairs	Wildtype	1058273241	CYLC2	1173770154	WFDC11	non-essential	non-essential	non-essential + non-essential
DG0000520	GIpairs	Wildtype	1058273241	CYLC2	1173770158	WFDC11	non-essential	non-essential	non-essential + non-essential
DG0000521	GIpairs	Wildtype	979584041	ADAD1	1173770157	WFDC11	non-essential	non-essential	non-essential + non-essential
DG0000522	GIpairs	Wildtype	979584041	ADAD1	1173770290	WFDC11	non-essential	non-essential	non-essential + non-essential
DG0000523	GIpairs	Wildtype	979584041	ADAD1	1173770154	WFDC11	non-essential	non-essential	non-essential + non-essential
DG0000524	GIpairs	Wildtype	979584041	ADAD1	1173770158	WFDC11	non-essential	non-essential	non-essential + non-essential
DG0000525	GIpairs	Wildtype	1058273326	CYLC2	1173770157	WFDC11	non-essential	non-essential	non-essential + non-essential
DG0000526	GIpairs	Wildtype	1058273326	CYLC2	1173770290	WFDC11	non-essential	non-essential	non-essential + non-essential
DG0000527	GIpairs	Wildtype	1058273326	CYLC2	1173770154	WFDC11	non-essential	non-essential	non-essential + non-essential
DG0000528	GIpairs	Wildtype	1058273326	CYLC2	1173770158	WFDC11	non-essential	non-essential	non-essential + non-essential
DG0000529	GIpairs	Wildtype	1167699476	KLK12	1173770157	WFDC11	non-essential	non-essential	non-essential + non-essential
DG0000530	GIpairs	Wildtype	1167699476	KLK12	1173770290	WFDC11	non-essential	non-essential	non-essential + non-essential
DG0000531	GIpairs	Wildtype	1167699476	KLK12	1173770154	WFDC11	non-essential	non-essential	non-essential + non-essential
DG0000532	GIpairs	Wildtype	1167699476	KLK12	1173770158	WFDC11	non-essential	non-essential	non-essential + non-essential
DG0000533	GIpairs	Wildtype	979582957	ADAD1	1173770157	WFDC11	non-essential	non-essential	non-essential + non-essential
DG0000534	GIpairs	Wildtype	979582957	ADAD1	1173770290	WFDC11	non-essential	non-essential	non-essential + non-essential
DG0000535	GIpairs	Wildtype	979582957	ADAD1	1173770154	WFDC11	non-essential	non-essential	non-essential + non-essential
DG0000536	GIpairs	Wildtype	979582957	ADAD1	1173770158	WFDC11	non-essential	non-essential	non-essential + non-essential
DG0000537	GIpairs	Wildtype	1147799205	BRCA1	922535855	PARP1	unclassified	unclassified	unclassified + unclassified
DG0000538	GIpairs	Wildtype	1147799205	BRCA1	922536588	PARP1	unclassified	unclassified	unclassified + unclassified
DG0000539	GIpairs	Wildtype	1147799205	BRCA1	922535694	PARP1	unclassified	unclassified	unclassified + unclassified
DG0000540	GIpairs	Wildtype	1147799205	BRCA1	922535157	PARP1	unclassified	unclassified	unclassified + unclassified
DG0000541	GIpairs	Wildtype	1147796517	BRCA1	922535855	PARP1	unclassified	unclassified	unclassified + unclassified
DG0000542	GIpairs	Wildtype	1147796517	BRCA1	922536588	PARP1	unclassified	unclassified	unclassified + unclassified
DG0000543	GIpairs	Wildtype	1147796517	BRCA1	922535694	PARP1	unclassified	unclassified	unclassified + unclassified
DG0000544	GIpairs	Wildtype	1147796517	BRCA1	922535157	PARP1	unclassified	unclassified	unclassified + unclassified
DG0000545	GIpairs	Wildtype	1147796523	BRCA1	922535855	PARP1	unclassified	unclassified	unclassified + unclassified
DG0000546	GIpairs	Wildtype	1147796523	BRCA1	922536588	PARP1	unclassified	unclassified	unclassified + unclassified
DG0000547	GIpairs	Wildtype	1147796523	BRCA1	922535694	PARP1	unclassified	unclassified	unclassified + unclassified
DG0000548	GIpairs	Wildtype	1147796523	BRCA1	922535157	PARP1	unclassified	unclassified	unclassified + unclassified
DG0000549	GIpairs	Wildtype	1147802165	BRCA1	922535855	PARP1	unclassified	unclassified	unclassified + unclassified
DG0000550	GIpairs	Wildtype	1147802165	BRCA1	922536588	PARP1	unclassified	unclassified	unclassified + unclassified
DG0000551	GIpairs	Wildtype	1147802165	BRCA1	922535694	PARP1	unclassified	unclassified	unclassified + unclassified
DG0000552	GIpairs	Wildtype	1147802165	BRCA1	922535157	PARP1	unclassified	unclassified	unclassified + unclassified
DG0000553	GIpairs	Wildtype	1147799205	BRCA1	1167699490	KLK12	unclassified	non-essential	unclassified + non-essential
DG0000554	GIpairs	Wildtype	1147799205	BRCA1	1058273241	CYLC2	unclassified	non-essential	unclassified + non-essential
DG0000555	GIpairs	Wildtype	1147799205	BRCA1	979584041	ADAD1	unclassified	non-essential	unclassified + non-essential
DG0000556	GIpairs	Wildtype	1147799205	BRCA1	1058273326	CYLC2	unclassified	non-essential	unclassified + non-essential
DG0000557	GIpairs	Wildtype	1147799205	BRCA1	1167699476	KLK12	unclassified	non-essential	unclassified + non-essential
DG0000558	GIpairs	Wildtype	1147799205	BRCA1	979582957	ADAD1	unclassified	non-essential	unclassified + non-essential
DG0000559	GIpairs	Wildtype	1147796517	BRCA1	1167699490	KLK12	unclassified	non-essential	unclassified + non-essential
DG0000560	GIpairs	Wildtype	1147796517	BRCA1	1058273241	CYLC2	unclassified	non-essential	unclassified + non-essential
DG0000561	GIpairs	Wildtype	1147796517	BRCA1	979584041	ADAD1	unclassified	non-essential	unclassified + non-essential
DG0000562	GIpairs	Wildtype	1147796517	BRCA1	1058273326	CYLC2	unclassified	non-essential	unclassified + non-essential
DG0000563	GIpairs	Wildtype	1147796517	BRCA1	1167699476	KLK12	unclassified	non-essential	unclassified + non-essential
DG0000564	GIpairs	Wildtype	1147796517	BRCA1	979582957	ADAD1	unclassified	non-essential	unclassified + non-essential
DG0000565	GIpairs	Wildtype	1147796523	BRCA1	1167699490	KLK12	unclassified	non-essential	unclassified + non-essential
DG0000566	GIpairs	Wildtype	1147796523	BRCA1	1058273241	CYLC2	unclassified	non-essential	unclassified + non-essential
DG0000567	GIpairs	Wildtype	1147796523	BRCA1	979584041	ADAD1	unclassified	non-essential	unclassified + non-essential
DG0000568	GIpairs	Wildtype	1147796523	BRCA1	1058273326	CYLC2	unclassified	non-essential	unclassified + non-essential
DG0000569	GIpairs	Wildtype	1147796523	BRCA1	1167699476	KLK12	unclassified	non-essential	unclassified + non-essential
DG0000570	GIpairs	Wildtype	1147796523	BRCA1	979582957	ADAD1	unclassified	non-essential	unclassified + non-essential
DG0000571	GIpairs	Wildtype	1147802165	BRCA1	1167699490	KLK12	unclassified	non-essential	unclassified + non-essential
DG0000572	GIpairs	Wildtype	1147802165	BRCA1	1058273241	CYLC2	unclassified	non-essential	unclassified + non-essential
DG0000573	GIpairs	Wildtype	1147802165	BRCA1	979584041	ADAD1	unclassified	non-essential	unclassified + non-essential
DG0000574	GIpairs	Wildtype	1147802165	BRCA1	1058273326	CYLC2	unclassified	non-essential	unclassified + non-essential
DG0000575	GIpairs	Wildtype	1147802165	BRCA1	1167699476	KLK12	unclassified	non-essential	unclassified + non-essential
DG0000576	GIpairs	Wildtype	1147802165	BRCA1	979582957	ADAD1	unclassified	non-essential	unclassified + non-essential
DG0000577	GIpairs	Wildtype	1167699490	KLK12	922535855	PARP1	non-essential	unclassified	non-essential + unclassified
DG0000578	GIpairs	Wildtype	1167699490	KLK12	922536588	PARP1	non-essential	unclassified	non-essential + unclassified
DG0000579	GIpairs	Wildtype	1167699490	KLK12	922535694	PARP1	non-essential	unclassified	non-essential + unclassified
DG0000580	GIpairs	Wildtype	1167699490	KLK12	922535157	PARP1	non-essential	unclassified	non-essential + unclassified
DG0000581	GIpairs	Wildtype	1058273241	CYLC2	922535855	PARP1	non-essential	unclassified	non-essential + unclassified
DG0000582	GIpairs	Wildtype	1058273241	CYLC2	922536588	PARP1	non-essential	unclassified	non-essential + unclassified
DG0000583	GIpairs	Wildtype	1058273241	CYLC2	922535694	PARP1	non-essential	unclassified	non-essential + unclassified
DG0000584	GIpairs	Wildtype	1058273241	CYLC2	922535157	PARP1	non-essential	unclassified	non-essential + unclassified
DG0000585	GIpairs	Wildtype	979584041	ADAD1	922535855	PARP1	non-essential	unclassified	non-essential + unclassified
DG0000586	GIpairs	Wildtype	979584041	ADAD1	922536588	PARP1	non-essential	unclassified	non-essential + unclassified
DG0000587	GIpairs	Wildtype	979584041	ADAD1	922535694	PARP1	non-essential	unclassified	non-essential + unclassified
DG0000588	GIpairs	Wildtype	979584041	ADAD1	922535157	PARP1	non-essential	unclassified	non-essential + unclassified
DG0000589	GIpairs	Wildtype	1058273326	CYLC2	922535855	PARP1	non-essential	unclassified	non-essential + unclassified
DG0000590	GIpairs	Wildtype	1058273326	CYLC2	922536588	PARP1	non-essential	unclassified	non-essential + unclassified
DG0000591	GIpairs	Wildtype	1058273326	CYLC2	922535694	PARP1	non-essential	unclassified	non-essential + unclassified
DG0000592	GIpairs	Wildtype	1058273326	CYLC2	922535157	PARP1	non-essential	unclassified	non-essential + unclassified
DG0000593	GIpairs	Wildtype	1167699476	KLK12	922535855	PARP1	non-essential	unclassified	non-essential + unclassified
DG0000594	GIpairs	Wildtype	1167699476	KLK12	922536588	PARP1	non-essential	unclassified	non-essential + unclassified
DG0000595	GIpairs	Wildtype	1167699476	KLK12	922535694	PARP1	non-essential	unclassified	non-essential + unclassified
DG0000596	GIpairs	Wildtype	1167699476	KLK12	922535157	PARP1	non-essential	unclassified	non-essential + unclassified
DG0000597	GIpairs	Wildtype	979582957	ADAD1	922535855	PARP1	non-essential	unclassified	non-essential + unclassified
DG0000598	GIpairs	Wildtype	979582957	ADAD1	922536588	PARP1	non-essential	unclassified	non-essential + unclassified
DG0000599	GIpairs	Wildtype	979582957	ADAD1	922535694	PARP1	non-essential	unclassified	non-essential + unclassified
DG0000600	GIpairs	Wildtype	979582957	ADAD1	922535157	PARP1	non-essential	unclassified	non-essential + unclassified
DG0000601	GIpairs	Wildtype	1037280578	CNOT7	999783665	CNOT8	unclassified	unclassified	unclassified + unclassified
DG0000602	GIpairs	Wildtype	1037280578	CNOT7	999783558	CNOT8	unclassified	unclassified	unclassified + unclassified
DG0000603	GIpairs	Wildtype	1037280578	CNOT7	999782933	CNOT8	unclassified	unclassified	unclassified + unclassified
DG0000604	GIpairs	Wildtype	1037280578	CNOT7	999782724	CNOT8	unclassified	unclassified	unclassified + unclassified
DG0000605	GIpairs	Wildtype	1037280576	CNOT7	999783665	CNOT8	unclassified	unclassified	unclassified + unclassified
DG0000606	GIpairs	Wildtype	1037280576	CNOT7	999783558	CNOT8	unclassified	unclassified	unclassified + unclassified
DG0000607	GIpairs	Wildtype	1037280576	CNOT7	999782933	CNOT8	unclassified	unclassified	unclassified + unclassified
DG0000608	GIpairs	Wildtype	1037280576	CNOT7	999782724	CNOT8	unclassified	unclassified	unclassified + unclassified
DG0000609	GIpairs	Wildtype	1037280380	CNOT7	999783665	CNOT8	unclassified	unclassified	unclassified + unclassified
DG0000610	GIpairs	Wildtype	1037280380	CNOT7	999783558	CNOT8	unclassified	unclassified	unclassified + unclassified
DG0000611	GIpairs	Wildtype	1037280380	CNOT7	999782933	CNOT8	unclassified	unclassified	unclassified + unclassified
DG0000612	GIpairs	Wildtype	1037280380	CNOT7	999782724	CNOT8	unclassified	unclassified	unclassified + unclassified
DG0000613	GIpairs	Wildtype	1037280567	CNOT7	999783665	CNOT8	unclassified	unclassified	unclassified + unclassified
DG0000614	GIpairs	Wildtype	1037280567	CNOT7	999783558	CNOT8	unclassified	unclassified	unclassified + unclassified
DG0000615	GIpairs	Wildtype	1037280567	CNOT7	999782933	CNOT8	unclassified	unclassified	unclassified + unclassified
DG0000616	GIpairs	Wildtype	1037280567	CNOT7	999782724	CNOT8	unclassified	unclassified	unclassified + unclassified
DG0000617	GIpairs	Wildtype	1037280578	CNOT7	1167699490	KLK12	unclassified	non-essential	unclassified + non-essential
DG0000618	GIpairs	Wildtype	1037280578	CNOT7	1058273241	CYLC2	unclassified	non-essential	unclassified + non-essential
DG0000619	GIpairs	Wildtype	1037280578	CNOT7	979584041	ADAD1	unclassified	non-essential	unclassified + non-essential
DG0000620	GIpairs	Wildtype	1037280578	CNOT7	1058273326	CYLC2	unclassified	non-essential	unclassified + non-essential
DG0000621	GIpairs	Wildtype	1037280578	CNOT7	1167699476	KLK12	unclassified	non-essential	unclassified + non-essential
DG0000622	GIpairs	Wildtype	1037280578	CNOT7	979582957	ADAD1	unclassified	non-essential	unclassified + non-essential
DG0000623	GIpairs	Wildtype	1037280576	CNOT7	1167699490	KLK12	unclassified	non-essential	unclassified + non-essential
DG0000624	GIpairs	Wildtype	1037280576	CNOT7	1058273241	CYLC2	unclassified	non-essential	unclassified + non-essential
DG0000625	GIpairs	Wildtype	1037280576	CNOT7	979584041	ADAD1	unclassified	non-essential	unclassified + non-essential
DG0000626	GIpairs	Wildtype	1037280576	CNOT7	1058273326	CYLC2	unclassified	non-essential	unclassified + non-essential
DG0000627	GIpairs	Wildtype	1037280576	CNOT7	1167699476	KLK12	unclassified	non-essential	unclassified + non-essential
DG0000628	GIpairs	Wildtype	1037280576	CNOT7	979582957	ADAD1	unclassified	non-essential	unclassified + non-essential
DG0000629	GIpairs	Wildtype	1037280380	CNOT7	1167699490	KLK12	unclassified	non-essential	unclassified + non-essential
DG0000630	GIpairs	Wildtype	1037280380	CNOT7	1058273241	CYLC2	unclassified	non-essential	unclassified + non-essential
DG0000631	GIpairs	Wildtype	1037280380	CNOT7	979584041	ADAD1	unclassified	non-essential	unclassified + non-essential
DG0000632	GIpairs	Wildtype	1037280380	CNOT7	1058273326	CYLC2	unclassified	non-essential	unclassified + non-essential
DG0000633	GIpairs	Wildtype	1037280380	CNOT7	1167699476	KLK12	unclassified	non-essential	unclassified + non-essential
DG0000634	GIpairs	Wildtype	1037280380	CNOT7	979582957	ADAD1	unclassified	non-essential	unclassified + non-essential
DG0000635	GIpairs	Wildtype	1037280567	CNOT7	1167699490	KLK12	unclassified	non-essential	unclassified + non-essential
DG0000636	GIpairs	Wildtype	1037280567	CNOT7	1058273241	CYLC2	unclassified	non-essential	unclassified + non-essential
DG0000637	GIpairs	Wildtype	1037280567	CNOT7	979584041	ADAD1	unclassified	non-essential	unclassified + non-essential
DG0000638	GIpairs	Wildtype	1037280567	CNOT7	1058273326	CYLC2	unclassified	non-essential	unclassified + non-essential
DG0000639	GIpairs	Wildtype	1037280567	CNOT7	1167699476	KLK12	unclassified	non-essential	unclassified + non-essential
DG0000640	GIpairs	Wildtype	1037280567	CNOT7	979582957	ADAD1	unclassified	non-essential	unclassified + non-essential
DG0000641	GIpairs	Wildtype	1167699490	KLK12	999783665	CNOT8	non-essential	unclassified	non-essential + unclassified
DG0000642	GIpairs	Wildtype	1167699490	KLK12	999783558	CNOT8	non-essential	unclassified	non-essential + unclassified
DG0000643	GIpairs	Wildtype	1167699490	KLK12	999782933	CNOT8	non-essential	unclassified	non-essential + unclassified
DG0000644	GIpairs	Wildtype	1167699490	KLK12	999782724	CNOT8	non-essential	unclassified	non-essential + unclassified
DG0000645	GIpairs	Wildtype	1058273241	CYLC2	999783665	CNOT8	non-essential	unclassified	non-essential + unclassified
DG0000646	GIpairs	Wildtype	1058273241	CYLC2	999783558	CNOT8	non-essential	unclassified	non-essential + unclassified
DG0000647	GIpairs	Wildtype	1058273241	CYLC2	999782933	CNOT8	non-essential	unclassified	non-essential + unclassified
DG0000648	GIpairs	Wildtype	1058273241	CYLC2	999782724	CNOT8	non-essential	unclassified	non-essential + unclassified
DG0000649	GIpairs	Wildtype	979584041	ADAD1	999783665	CNOT8	non-essential	unclassified	non-essential + unclassified
DG0000650	GIpairs	Wildtype	979584041	ADAD1	999783558	CNOT8	non-essential	unclassified	non-essential + unclassified
DG0000651	GIpairs	Wildtype	979584041	ADAD1	999782933	CNOT8	non-essential	unclassified	non-essential + unclassified
DG0000652	GIpairs	Wildtype	979584041	ADAD1	999782724	CNOT8	non-essential	unclassified	non-essential + unclassified
DG0000653	GIpairs	Wildtype	1058273326	CYLC2	999783665	CNOT8	non-essential	unclassified	non-essential + unclassified
DG0000654	GIpairs	Wildtype	1058273326	CYLC2	999783558	CNOT8	non-essential	unclassified	non-essential + unclassified
DG0000655	GIpairs	Wildtype	1058273326	CYLC2	999782933	CNOT8	non-essential	unclassified	non-essential + unclassified
DG0000656	GIpairs	Wildtype	1058273326	CYLC2	999782724	CNOT8	non-essential	unclassified	non-essential + unclassified
DG0000657	GIpairs	Wildtype	1167699476	KLK12	999783665	CNOT8	non-essential	unclassified	non-essential + unclassified
DG0000658	GIpairs	Wildtype	1167699476	KLK12	999783558	CNOT8	non-essential	unclassified	non-essential + unclassified
DG0000659	GIpairs	Wildtype	1167699476	KLK12	999782933	CNOT8	non-essential	unclassified	non-essential + unclassified
DG0000660	GIpairs	Wildtype	1167699476	KLK12	999782724	CNOT8	non-essential	unclassified	non-essential + unclassified
DG0000661	GIpairs	Wildtype	979582957	ADAD1	999783665	CNOT8	non-essential	unclassified	non-essential + unclassified
DG0000662	GIpairs	Wildtype	979582957	ADAD1	999783558	CNOT8	non-essential	unclassified	non-essential + unclassified
DG0000663	GIpairs	Wildtype	979582957	ADAD1	999782933	CNOT8	non-essential	unclassified	non-essential + unclassified
DG0000664	GIpairs	Wildtype	979582957	ADAD1	999782724	CNOT8	non-essential	unclassified	non-essential + unclassified
DG0000665	GIpairs	Wildtype	1129326067	CSK	1173770157	WFDC11	unclassified	non-essential	unclassified + non-essential
DG0000666	GIpairs	Wildtype	1129326067	CSK	1173770290	WFDC11	unclassified	non-essential	unclassified + non-essential
DG0000667	GIpairs	Wildtype	1129326067	CSK	1173770154	WFDC11	unclassified	non-essential	unclassified + non-essential
DG0000668	GIpairs	Wildtype	1129326067	CSK	1173770158	WFDC11	unclassified	non-essential	unclassified + non-essential
DG0000669	GIpairs	Wildtype	1129325727	CSK	1173770157	WFDC11	unclassified	non-essential	unclassified + non-essential
DG0000670	GIpairs	Wildtype	1129325727	CSK	1173770290	WFDC11	unclassified	non-essential	unclassified + non-essential
DG0000671	GIpairs	Wildtype	1129325727	CSK	1173770154	WFDC11	unclassified	non-essential	unclassified + non-essential
DG0000672	GIpairs	Wildtype	1129325727	CSK	1173770158	WFDC11	unclassified	non-essential	unclassified + non-essential
DG0000673	GIpairs	Wildtype	1129326032	CSK	1173770157	WFDC11	unclassified	non-essential	unclassified + non-essential
DG0000674	GIpairs	Wildtype	1129326032	CSK	1173770290	WFDC11	unclassified	non-essential	unclassified + non-essential
DG0000675	GIpairs	Wildtype	1129326032	CSK	1173770154	WFDC11	unclassified	non-essential	unclassified + non-essential
DG0000676	GIpairs	Wildtype	1129326032	CSK	1173770158	WFDC11	unclassified	non-essential	unclassified + non-essential
DG0000677	GIpairs	Wildtype	1129326068	CSK	1173770157	WFDC11	unclassified	non-essential	unclassified + non-essential
DG0000678	GIpairs	Wildtype	1129326068	CSK	1173770290	WFDC11	unclassified	non-essential	unclassified + non-essential
DG0000679	GIpairs	Wildtype	1129326068	CSK	1173770154	WFDC11	unclassified	non-essential	unclassified + non-essential
DG0000680	GIpairs	Wildtype	1129326068	CSK	1173770158	WFDC11	unclassified	non-essential	unclassified + non-essential
DG0000681	GIpairs	Wildtype	1129326067	CSK	1167699490	KLK12	unclassified	non-essential	unclassified + non-essential
DG0000682	GIpairs	Wildtype	1129326067	CSK	1058273241	CYLC2	unclassified	non-essential	unclassified + non-essential
DG0000683	GIpairs	Wildtype	1129326067	CSK	979584041	ADAD1	unclassified	non-essential	unclassified + non-essential
DG0000684	GIpairs	Wildtype	1129326067	CSK	1058273326	CYLC2	unclassified	non-essential	unclassified + non-essential
DG0000685	GIpairs	Wildtype	1129326067	CSK	1167699476	KLK12	unclassified	non-essential	unclassified + non-essential
DG0000686	GIpairs	Wildtype	1129326067	CSK	979582957	ADAD1	unclassified	non-essential	unclassified + non-essential
DG0000687	GIpairs	Wildtype	1129325727	CSK	1167699490	KLK12	unclassified	non-essential	unclassified + non-essential
DG0000688	GIpairs	Wildtype	1129325727	CSK	1058273241	CYLC2	unclassified	non-essential	unclassified + non-essential
DG0000689	GIpairs	Wildtype	1129325727	CSK	979584041	ADAD1	unclassified	non-essential	unclassified + non-essential
DG0000690	GIpairs	Wildtype	1129325727	CSK	1058273326	CYLC2	unclassified	non-essential	unclassified + non-essential
DG0000691	GIpairs	Wildtype	1129325727	CSK	1167699476	KLK12	unclassified	non-essential	unclassified + non-essential
DG0000692	GIpairs	Wildtype	1129325727	CSK	979582957	ADAD1	unclassified	non-essential	unclassified + non-essential
DG0000693	GIpairs	Wildtype	1129326032	CSK	1167699490	KLK12	unclassified	non-essential	unclassified + non-essential
DG0000694	GIpairs	Wildtype	1129326032	CSK	1058273241	CYLC2	unclassified	non-essential	unclassified + non-essential
DG0000695	GIpairs	Wildtype	1129326032	CSK	979584041	ADAD1	unclassified	non-essential	unclassified + non-essential
DG0000696	GIpairs	Wildtype	1129326032	CSK	1058273326	CYLC2	unclassified	non-essential	unclassified + non-essential
DG0000697	GIpairs	Wildtype	1129326032	CSK	1167699476	KLK12	unclassified	non-essential	unclassified + non-essential
DG0000698	GIpairs	Wildtype	1129326032	CSK	979582957	ADAD1	unclassified	non-essential	unclassified + non-essential
DG0000699	GIpairs	Wildtype	1129326068	CSK	1167699490	KLK12	unclassified	non-essential	unclassified + non-essential
DG0000700	GIpairs	Wildtype	1129326068	CSK	1058273241	CYLC2	unclassified	non-essential	unclassified + non-essential
DG0000701	GIpairs	Wildtype	1129326068	CSK	979584041	ADAD1	unclassified	non-essential	unclassified + non-essential
DG0000702	GIpairs	Wildtype	1129326068	CSK	1058273326	CYLC2	unclassified	non-essential	unclassified + non-essential
DG0000703	GIpairs	Wildtype	1129326068	CSK	1167699476	KLK12	unclassified	non-essential	unclassified + non-essential
DG0000704	GIpairs	Wildtype	1129326068	CSK	979582957	ADAD1	unclassified	non-essential	unclassified + non-essential
DG0000705	GIpairs	Wildtype	966531524	DNAJC19	1107702841	DNAJC15	unclassified	unclassified	unclassified + unclassified
DG0000706	GIpairs	Wildtype	966531524	DNAJC19	1107703074	DNAJC15	unclassified	unclassified	unclassified + unclassified
DG0000707	GIpairs	Wildtype	966531524	DNAJC19	1107704418	DNAJC15	unclassified	unclassified	unclassified + unclassified
DG0000708	GIpairs	Wildtype	966531524	DNAJC19	1107698498	DNAJC15	unclassified	unclassified	unclassified + unclassified
DG0000709	GIpairs	Wildtype	966531438	DNAJC19	1107702841	DNAJC15	unclassified	unclassified	unclassified + unclassified
DG0000710	GIpairs	Wildtype	966531438	DNAJC19	1107703074	DNAJC15	unclassified	unclassified	unclassified + unclassified
DG0000711	GIpairs	Wildtype	966531438	DNAJC19	1107704418	DNAJC15	unclassified	unclassified	unclassified + unclassified
DG0000712	GIpairs	Wildtype	966531438	DNAJC19	1107698498	DNAJC15	unclassified	unclassified	unclassified + unclassified
DG0000713	GIpairs	Wildtype	966531632	DNAJC19	1107702841	DNAJC15	unclassified	unclassified	unclassified + unclassified
DG0000714	GIpairs	Wildtype	966531632	DNAJC19	1107703074	DNAJC15	unclassified	unclassified	unclassified + unclassified
DG0000715	GIpairs	Wildtype	966531632	DNAJC19	1107704418	DNAJC15	unclassified	unclassified	unclassified + unclassified
DG0000716	GIpairs	Wildtype	966531632	DNAJC19	1107698498	DNAJC15	unclassified	unclassified	unclassified + unclassified
DG0000717	GIpairs	Wildtype	966531534	DNAJC19	1107702841	DNAJC15	unclassified	unclassified	unclassified + unclassified
DG0000718	GIpairs	Wildtype	966531534	DNAJC19	1107703074	DNAJC15	unclassified	unclassified	unclassified + unclassified
DG0000719	GIpairs	Wildtype	966531534	DNAJC19	1107704418	DNAJC15	unclassified	unclassified	unclassified + unclassified
DG0000720	GIpairs	Wildtype	966531534	DNAJC19	1107698498	DNAJC15	unclassified	unclassified	unclassified + unclassified
DG0000721	GIpairs	Wildtype	966531524	DNAJC19	1167699490	KLK12	unclassified	non-essential	unclassified + non-essential
DG0000722	GIpairs	Wildtype	966531524	DNAJC19	1058273241	CYLC2	unclassified	non-essential	unclassified + non-essential
DG0000723	GIpairs	Wildtype	966531524	DNAJC19	979584041	ADAD1	unclassified	non-essential	unclassified + non-essential
DG0000724	GIpairs	Wildtype	966531524	DNAJC19	1058273326	CYLC2	unclassified	non-essential	unclassified + non-essential
DG0000725	GIpairs	Wildtype	966531524	DNAJC19	1167699476	KLK12	unclassified	non-essential	unclassified + non-essential
DG0000726	GIpairs	Wildtype	966531524	DNAJC19	979582957	ADAD1	unclassified	non-essential	unclassified + non-essential
DG0000727	GIpairs	Wildtype	966531438	DNAJC19	1167699490	KLK12	unclassified	non-essential	unclassified + non-essential
DG0000728	GIpairs	Wildtype	966531438	DNAJC19	1058273241	CYLC2	unclassified	non-essential	unclassified + non-essential
DG0000729	GIpairs	Wildtype	966531438	DNAJC19	979584041	ADAD1	unclassified	non-essential	unclassified + non-essential
DG0000730	GIpairs	Wildtype	966531438	DNAJC19	1058273326	CYLC2	unclassified	non-essential	unclassified + non-essential
DG0000731	GIpairs	Wildtype	966531438	DNAJC19	1167699476	KLK12	unclassified	non-essential	unclassified + non-essential
DG0000732	GIpairs	Wildtype	966531438	DNAJC19	979582957	ADAD1	unclassified	non-essential	unclassified + non-essential
DG0000733	GIpairs	Wildtype	966531632	DNAJC19	1167699490	KLK12	unclassified	non-essential	unclassified + non-essential
DG0000734	GIpairs	Wildtype	966531632	DNAJC19	1058273241	CYLC2	unclassified	non-essential	unclassified + non-essential
DG0000735	GIpairs	Wildtype	966531632	DNAJC19	979584041	ADAD1	unclassified	non-essential	unclassified + non-essential
DG0000736	GIpairs	Wildtype	966531632	DNAJC19	1058273326	CYLC2	unclassified	non-essential	unclassified + non-essential
DG0000737	GIpairs	Wildtype	966531632	DNAJC19	1167699476	KLK12	unclassified	non-essential	unclassified + non-essential
DG0000738	GIpairs	Wildtype	966531632	DNAJC19	979582957	ADAD1	unclassified	non-essential	unclassified + non-essential
DG0000739	GIpairs	Wildtype	966531534	DNAJC19	1167699490	KLK12	unclassified	non-essential	unclassified + non-essential
DG0000740	GIpairs	Wildtype	966531534	DNAJC19	1058273241	CYLC2	unclassified	non-essential	unclassified + non-essential
DG0000741	GIpairs	Wildtype	966531534	DNAJC19	979584041	ADAD1	unclassified	non-essential	unclassified + non-essential
DG0000742	GIpairs	Wildtype	966531534	DNAJC19	1058273326	CYLC2	unclassified	non-essential	unclassified + non-essential
DG0000743	GIpairs	Wildtype	966531534	DNAJC19	1167699476	KLK12	unclassified	non-essential	unclassified + non-essential
DG0000744	GIpairs	Wildtype	966531534	DNAJC19	979582957	ADAD1	unclassified	non-essential	unclassified + non-essential
DG0000745	GIpairs	Wildtype	1167699490	KLK12	1107702841	DNAJC15	non-essential	unclassified	non-essential + unclassified
DG0000746	GIpairs	Wildtype	1167699490	KLK12	1107703074	DNAJC15	non-essential	unclassified	non-essential + unclassified
DG0000747	GIpairs	Wildtype	1167699490	KLK12	1107704418	DNAJC15	non-essential	unclassified	non-essential + unclassified
DG0000748	GIpairs	Wildtype	1167699490	KLK12	1107698498	DNAJC15	non-essential	unclassified	non-essential + unclassified
DG0000749	GIpairs	Wildtype	1058273241	CYLC2	1107702841	DNAJC15	non-essential	unclassified	non-essential + unclassified
DG0000750	GIpairs	Wildtype	1058273241	CYLC2	1107703074	DNAJC15	non-essential	unclassified	non-essential + unclassified
DG0000751	GIpairs	Wildtype	1058273241	CYLC2	1107704418	DNAJC15	non-essential	unclassified	non-essential + unclassified
DG0000752	GIpairs	Wildtype	1058273241	CYLC2	1107698498	DNAJC15	non-essential	unclassified	non-essential + unclassified
